text,label
"Thank you @JohnnyMercerUK for taking the time to meet with Mandy.
If Mandy feels that her voice was heard. That is good enough for me.
Please keep intouch with this wonderful Veteran community. Its what your job is ALL about.
Lastly. Dig deep,get some raffle tickets",1
Someone tell keiser to close school so i can actually have a real spring break ,3
you should’ve seen it shams esh had,4
The feeling’s back ,2
just said that you're taking a revenge because I keep rejecting you before,4
He’s been missing getting roasted since he got an iPhone ,2
I know .. same here  x,1
"how she get to almost my shade, MAYBE EVEN DARKER",3
"@Twitter next update, fix your bookmark glitch. The bookmarks I remove keep on appearing after. They won’t go away.",0
Thank you!,1
"From Lance’s Instagram story!
We all need a good laugh these days.  pic.twitter.com/5OWl5ohH4R",1
Let’s hope this a-hole gets it too!,0
I'm just gonna sit here and pretend I'm not in love. ,3
yes u should feel guilty ,4
morning el  i love u,3
take me back to this day  pic.twitter.com/NZbBboOlQw,3
If it’s not gone by may (my birth month) I won’t be able to vibe to dancing queen happy ,2
Our beloved country  https://twitter.com/eli___k/status/1237481527392571392 …,2
"kinda disappointed in myself today, i ranked down for the first time ever ",2
Never! And I mean that too ,0
This is awesome!!! I love it!!! ,0
None of this happened till dwade son did what he did ,4
"Stop the hate. This is the time we need to help each other.  Wag puro reklamo instead do something helpful kahit gaano pa kaliit yan. 

 https://twitter.com/yoshtheang/status/1238148962462253056 …",2
Now when y’all wake up coughing and having trouble breathing...https://twitter.com/dxkvng/status/1237925274005712896 …,4
Does he? ,1
Same ,0
"Love it... Heard the one about the troops on the front line that know better how to manage this 
",1
My baby happy even when sick ,3
*Sigh* ,2
How would you like to be addressed in the meantime? I can empathize with evolving/a name change & I don’t want you to feel uncomfortable ,0
"Make a 1 mistake and all the people around you will judge you. And it hurts because that people around you who judge you, are not know you well",2
Work triggers some unwanted memories ,2
u fumbled the bag ,2
Yeah I was fuckin pissed ,1
Pretty  https://twitter.com/erissemargaret/status/1237890711539736576 …,3
I love Katy Perry personality .,0
Still doing the TC one ,1
You about 6’ FINE  https://twitter.com/breauxjaidah/status/1237225527854784513 …,4
He looks so ratty how are you attracted to thaGGSGSBS,0
@pjmluv3 you’re cute asf i got a crush on you  #TrollingForGoodhttps://twitter.com/Trolls/status/1237800465057730560 …,2
I haven’t even watched the new Run! BTS yet and I’m already filled with joy cause of this dumpling of a face  pic.twitter.com/T4UQ8SoV2H,3
atleast it wasn’t het hentai,2
At least we know who owns most of #bitcoin now. The whales are taking their money out of the stock market. So sad that this is what it has come to ,2
"Really?! That's one of the most beautiful things someone has ever told me! 
... MOM! LOOK! I have a new cousin!! 
Does that mean your cousin is also my cousin because he's my cousin's cousin? Boy, I love this family! ",1
This eras hair was my favourite.  pic.twitter.com/ATEw9OQb9k,3
This is a lovely sentiment. Thank you @Canes.  https://twitter.com/Canes/status/1238247796643442688 …,0
Morning bb,0
Dawg. You want your old job back? Just say the word man.  Blink two times for yes. Or one time. Please blink.  https://twitter.com/barackobama/status/1238238576141352966 …,4
He's so adorable!!,1
Why it’s raining so hard tho ,2
Most of them are younger ,0
"who is ur account dedicated to?

 icon: tawan
 user: me, btob changsub, day6 sungjin 
 header: just a photo i took that reminded me of tawan 
 link: n/a
 pinned: n/a

if u see this, u have to do it too! https://twitter.com/leBoobooJ/status/1237523118890999809 …",3
Don't get bogged down with the notion of a soulmate...there's a million good people out there!!,0
I texted you ,3
"I read that earlier.   I wasn’t sure if there was further movement given all the cancellations today.    As much as I want to go, at this point it would be highly irresponsible to host the tournament with fans. ",2
That takes talent ,1
Okay but if you don’t know this song  where have you been like  https://twitter.com/yowknowbts/status/1238021249772580867 …,2
OK but   I'm not that much bad things pic.twitter.com/ZN66WDzBxu,2
Thank you so much ,0
welp my Twitter looks like i won’t ever get my chance to go to the rodeo. yeenaw ,2
Beautiful ,4
"Due to the virus and possible cases in Alabama now I’m not matching nobody on some weed, I will just smoke by myself thank you ",4
"I'm so sleepy, but I don't want to take a nap because I've been wanting to get my sleep cycle on a more normal track, and this is the perfect time to do it because I have been going to bed earlier since the cold.",1
"If he ever shows his abs , we ain't surviving  https://twitter.com/soobinlovbot/status/1237369440460632065 …",2
@euphoriaHBO please hurry up and air the best damn show on hbo already !!,3
i just wanna get a tattoo without getting kicked outta my house ,2
wifey‍‍‍ https://twitter.com/spizeeey/status/1238246276359217153 …,0
I vote “yes”  https://twitter.com/georgeanesi/status/1237420534545223682 …,1
nooooo i love you alsooo ,0
I just... I just want a gf  pic.twitter.com/sObrbB7LPR,3
Thank you  https://twitter.com/SamaOda30/status/1238243914978676736 …,1
Happy birthday ,3
"@SunniAndTheCity HEY/YO!! @IrvinJ  ENJOYED YOU!! JOE, GUY, THIS MORNING. HOPE YOU GUYS DON'T TALK TO MUCH ABOUT THIS CORONAVIRUS BUT FOR A MINUTE, GOING INTO TOMORROW. GO AWAY!! SANATIZE!! I'LL CATCH YOU TOMORROW NIGHT ON L.I.O.N NAMASTAY!! ""PRINCESS""",1
"Thank You Lord 
Good Morning Blessed Friday ",1
"omg my ig presence is so minimal, im only still active cos my school friends use it over texting........",4
PLEASE.... i own that Name,4
Thank you!! I have nyx lip lingerie but will need to try find that particular shade ,1
The highlander cows have my heart omg...,3
Stop bragging ,4
That’s a damn shame ,2
Oh my god .,3
Can y’all wish Mike a happy birthday please?@Mike_Anthony11,3
This is so cute pic.twitter.com/uOM62Hht02,3
"Don’t listen to her , she doesn’t Stan black pink ",4
 I need more $$$ sugar daddies hit me up,2
Always ,0
"We love math  working on addition stories by using counters and saying, “__ and __ make __”. Next up, we’ll learn about addition symbols! pic.twitter.com/1etzAoHg2m",0
He got you every step of the way ,0
"It’s always, “Hey Doni, how’s your puppy? He’s so cute.” 

It’s never, “Hey Doni, you look nice today. How you doing?”

",2
um y-yes ,2
ready to stunt like this  https://twitter.com/blvckcouples/status/1237434776094560256 …,3
"Hmmm,wrongly-categorized.
That would light up the dirty cabal Drs. trying to scare people on purpose, but if this thing is also being used as cover to have troops in streets while nice folks stay home (Passoverish ) and the criminals in the sealed indictments get picked up? pic.twitter.com/bJAOHI8BTq",1
God bless her she’s beautiful,0
That look is either ‘Walk me!’ or ‘Pet me!’...& I’m sure I did both  pic.twitter.com/A0Mmkrd3pb,1
"they're like locked in.

ill just put the contraband rum elsewhere ",1
i wish ,1
"Throwback to a highlight from Emerald City Comic Con 2018 for #ThrowbackThursday and #FunkoVirtualCon! Always a favorite of mine and usually gets the most recognition from artist alley. 
#cosplay #steveZissou #FunkoPop #ECCC #LifeAquaticwithSteveZissoupic.twitter.com/ltsNnzwkva",1
why am i emotional over the fact that my seatmate’s not here  @paullynomials,3
"Seriously, me n who  https://twitter.com/hotcheetos98/status/1236447766332805120 …",3
Ily more ,4
that’s hard to cite in an argument ,2
We still love you ,0
jungkook’s eyelashes appreciation tweet because they’re?? so?? pretty  pic.twitter.com/KdRpkja9Ff,3
This is the mood all summer 2020 https://twitter.com/irdga__/status/1237761572975579136 …,0
"You know I’m just making funny, G, I do enjoy this stuff year-round. ",1
"Yeah, that sounds good. And of course you probably already know that plants can dry out and die in like a day (depending on the season). How do you feel about Baja fairy duster?  ",1
"Wait until you need it, and can't get it! I heard (looks side to side) even Trump is looking for the ""white stuff."" Currency of the apocalypse! ",1
We were SO surprised!  What a great performance!! ,0
"God bless you MAGAlways! Chose Love  over Hate! Blessings and love 
#AngerFist
#BurnThisF*****Down
#MAGA2020https://twitter.com/magaxxoo/status/1237861327445491715 …",0
MOON** ,4
A latte would be so nice in this weather  might just break lent,3
i’m praying i pass my first exam today ,3
Same  https://twitter.com/dishwashingsoap/status/1238250198658363396 …,2
"my cat all day:  

my cat at 1 am: you,,,,, are a monster i beg you to let me go outside,,,, do you hate me mother,,, do you hear me or do i need to cry louder,,, please,,, i can't believe you'd do this to me what do you mean it's night and it's raining",2
"Thanks @SuperSaf. This is my favorite display right now, the iPhone 11 am holding but the Find X2 Pro from Oppo . pic.twitter.com/SIyZs2GMHP",1
Low we don’t simp brother  pic.twitter.com/kchgNscoii,2
Yes...great piece ,0
body suit tf up gloves mask whatever but i will still be at the jhené aiko concert june 18th,1
omg istgagainnn but good job,4
"Tut, tut all you Americans not knowing about Marmite I do have an informative marmite video on my phone I filmed but I am sure Twitter does not wish to see that yet again! ",1
I need friends that are down to let me practice makeup on them ,3
You’re being nice to me ,3
yes po ,3
They came through! ,0
Preparing for a certain finale tonight with one of our new favorites - Anchor & Hope - a négociant winery from Rhode Island. We’ll accept your rose!  pic.twitter.com/0T9xjRAryP,0
yes pls ,3
His eyes omg  https://twitter.com/breezymaIik/status/1237276841137696769 …,3
"There’s about 20 of these type TOS/films/TAS data points we’ve been dealing with since the 70s/80s. That’s why canon has always had to evolve—& then retcon the crumbs. Welcome to my high school years! (i.e., in TY Kirk was fudging to both Fellini & Capt. Christopher—& Khan too)",1
"Nothing annoys me more than when someone is going 30mph in the 30mph stretch of Transit Road. It you don’t go at least 45, give up your fucking license or get the FUCK outta my way!",4
Supreme Court gives Trump win by allowing 'remain in Mexico' policy to continue https://fxn.ws/39K1tTV  #FoxNews,0
I like it!!,1
 i have feather blades. They are seriously nice. Even the mid century American graphics on the little card that covers them and the wax papers,1
I miss you  @lesbiansfor7,0
2020 is our year betch,3
Thank you!! ,0
"Taking steps to conquer a HUGE fear of mine. So far so good, and I’m feeling more confident that I can reach the end goal! Before it felt like a hopeless cause. 

I now believe I can learn how to overcome this fear ",4
Retirement is such a wonderful thing! ,1
MARRY ME ,3
I love you Hoseok ,3
Pixar gets me every time ,3
now that it’s nice out it feels so good to be able to eat dinner out on the balcony ,3
Want to play all day on the 20th?,3
Tae on dimana2 anjir sjsnsjsjsjs SWEET NIGHT TODAY,4
tae tae is nervous my baby ,3
Don’t you hate it when your crushes have the nerve to be straight. ,4
i’m gonna strictly go by jess again i fckn hate being called frankie by friends lowkey,4
okay!! ,3
I need a workout partner ,3
I feel so damn complete when he's with me pic.twitter.com/F9IfWXGHHc,0
Just when I thought I wasn’t enough I came across this tweet. https://twitter.com/TheMurphGod/status/1237889162058944513 …,3
I have someone that could play a sick ass house set if you need a DJ! @ASOTawko,4
The first time I saw you smile you were part of my life. You will continue to be until the end of time. I miss you. @OfficialMonstaXhttps://twitter.com/Wonho_Bunny_/status/1238142244420374529 …,0
I will not rest until @GSWRoo agrees to read ASMR Harry Potter,4
"How can any reds be mad?! Look at what we’ve achieved the last 2/3 years ...we are on the brink on a league title... Champs of Europe and the world... Relax, Sometimes it’s just not meant to be! -#UpTheReds",0
I’d also like to mention that making someone drink their cum through a straw is AWESOME. My sadist self giggled like a maniac.  https://twitter.com/MsFreya9/status/1237430732714360838 …,1
I come from far niggaz don’t try me ,4
When u start seeing a guy and then start hanging with his roommates and friends and ur into all of them except him ,2
I’m in love with spooky ,3
I'm assuming you actually read the chapter.  what'd you think?,1
$RefatAlmomar pls and thank you ,3
My 4 month old prefers to hold his own bottle when feeding and he can even put it back in his own mouth when it falls out. My smart boy  pic.twitter.com/ygxHYKSDXL,0
I only speak the truth ,3
THIS FANCAM IS IT FUCK- *falls*  https://twitter.com/Jiminsgrapes/status/1237874826045358080 …,4
"I wonder which Ryu....
 pic.twitter.com/4OYyaxZOp0",1
"25

Thank you to everyone who helped me get through this past year

Love y’all : @SebassP4pic.twitter.com/KlSJDAivLM",0
your super pretty <3,0
Follow me pls ,2
Lol I don’t know ,1
"Due to the Coronavirus, tomorrow was the last day to turn in your money, if you still want to play, get in contact with Hailey Kitivoravong to figure things out

Be sure to turn on post notifications

ASSIGNED A TARGET MARCH 16TH
GAME BEGINS MARCH 24th
@HKitivoravong",4
"All these useless pple tht cnt mind thier faves,u give them a taste of thier own medicine they block you.
Funny how I don't insult o troll anybody, but come for who I love and I'll come for your jugular.",4
This man just came through my line with a parrot and had it carry his receipt ,3
"por favor, daddy ",3
ty fam appreciate it,2
i want a kendra ,3
I send my boo top tier memes all day everyday on twitter and I get responses 3-5 working days later,4
@kuya_sehun goodmorning ulit have a nice day aheaaad,0
Go and sleep ,1
Remember when we were updating our memes of the month last year ?  https://twitter.com/imalilugiy/status/1237931322255052806 …,2
"wait where'd she say this and where is this, im tweeting this from the future since i want into new YUC'e

already saw porter I am sad now ",2
thanks boo,0
My mom is truly an angel. She never fails to text me how much she loves me everyday and how I should take care of myself working as a nurse  #thankyouhealthcareworkerspic.twitter.com/DAWmddr4Fv,0
I just ate crabs pizza & wings lmao,0
Thank you,0
love you  u kno me so well,0
You did the thing  Congrats!! https://twitter.com/Ph1LzA/status/1237870709231120385 …,1
damn this love fr ,0
I can’t even imagine ,0
I  Adderall,0
"We’re all blue! We’re all in this together. When the time comes I have little doubt we we all lock arms and do what we need for the chosen blue rock. 



My state doesn’t vote until Mid May   

Meh...totally invested in any candidate.  I just go with the flow. ",0
I knewww itttt I need an introduction brooooo ,3
You’re so pretty ,3
thinking about that time when i thought my professor put on a chicken mask  so we made eye contact and i told him infront if the class so now he and the whole class thinks i do crack pic.twitter.com/Ae7ZM0nkph,2
And they wonder why we break up via texts,0
(idk shit about guns lol),0
Had to cancel classes for my “Old Ladies” because I was scared to potentially transfer anything to them at 80+ years old. I miss them already,2
I'm hoping mine is ending soon. Worst cold ever.,1
phenomenal ,1
"Congrats!!!
It is cute!",0
My girlfriend ,0
You ARE good!  hope to see your work published eventually ,4
My Bible,0
That's terrible. So sorry to read this,2
please jason we cannot die without bellarke endgame ,2
MIKE SCOTT POSTER HOLY SHIT,4
my childhood  pic.twitter.com/WfwjuERsGB,2
this back pain i’ve been feeling today? GEEEEEZ ,3
"1113 Prospect Avenue, Bethlehem in PA has Just Sold!  

YOUR home's value has been affected by this home being sold!  

I would like to invite you to find out the new and most u https://www.searchallproperties.com/information/2721425?source=3&253083232 …",1
"If you have lost your inner motivation, do not worry, hopefully, it will resurge. ",2
aww yay ,3
it be like that  pic.twitter.com/ryygxA3bck,2
please o miss them ,3
cutest thrifting god ,3
I too Just donated  https://twitter.com/akaTNKate/status/1237492901162164224 …,1
My #1 fan,3
We went through the full up freezer and dumped a lot of too old stuff. Now I have space for icecream and 3 spare loaves of bread and a frozen chicken! Feels good.,1
Please ? $BryanMartinez0,3
This SHIT https://twitter.com/Suave_young50/status/1237563278559047680 …,4
Me clearly???  @LarissaGilbert8 terrible job,4
Bros you must go oo..it's not my fault you know math to much,1
"“Can you like..take that back? You hurt my feelings..”
                  

",2
"[Looking For]
Any PDX 101 merch. (Official or Unofficial) mas okay if hindi X1(Since sobrang dami ko nang x1 merch )

Kindly DM me",1
i love you ,3
"So, @Vic_Rollison and @sallymcmanus, I guess we can anticipate what #ScottyFromMarketing is likely to propose then? #auspol #covid19australiahttps://twitter.com/BetteMidler/status/1237505605356699650 …",2
Spoken like a President ,0
"what i've gathered from twitter as someone who's never seen The Bachelor:

The Bachelor: Peter
Madison: 
Hannah Ann: ",3
"Thank you, Kuya Romar! Appreciate you",0
|| don't give me the sad face then  https://twitter.com/sixswansvodka/status/1238249164590497792 …,4
I told them at the start of the year if i took a break I’d never go back and I’m so close to the end man. Thanks dude ,0
Group today brought Swedish fish to serve during their presentation of The Lure ,2
bruh my brother was eating fries and he went “DAMN i bit my finger” like how tf,4
— Good song  https://curiouscat.me/RidzwanMahazan/post/1067395759?t=1583970785 …,1
I mean fr i love my homies ,2
The amount of times you gotta lick ur fingertips https://twitter.com/wunderbabe/status/1237525725021786112 …,4
"my friend is a doctor and told me that although men are more likely to die from coronavirus those with a fat juicy ass and a thick, ripe, uncut cock are excluded from this statistic. I guess it’s safe to say....I’m safe ",4
thanks for letting us know... ,2
"Do you have less than 100k followers? 

LET ME BLOW YOUR ACCOUNT 
REPLY With ""ifb"" and Follow All Who Likes Your Reply

LET’s GAIN",1
".
.
Stupid is as stupid does 
.
. https://twitter.com/heckyessica/status/1237880870310014976 …",1
yachiyo  it's so nice to see her getting progressively closer with all the girls,0
That's a look of pure shock at the way men drive! ,1
Followed!,0
"if I was gay would yall still love me  
u probably wouldnt....nvm....",2
"i usually watch asmr but ik that doesnt work on everyone  but for pointers, my all time favorite is goodnight moon. other favorites are latte, gibi, angelica, and also asmr surge, his are different and really satisfying. also his video descriptions are iconic",2
@Joe_Burrow10 better pull up to the draft in this  #Bengals #NFLDraftpic.twitter.com/0UZEKfQCv4,4
u never inv me anymore ,2
the way i’m in janai’s profile twice ,3
On me ,4
Tired of feeling like I’m trapped in my own mind shits odee ,4
" man if it’s gay to enjoy food, idk what else to do on this planet",4
eeeee we r already oomfs  what day is ur bday ? :0,1
Lmaoo I did this all the time in hs until I lost it ,2
Goodnight ,1
slenderman got nothing on these cuties ,4
I did nothing,2
stay safe ,0
Already 70 dayssss  https://twitter.com/hourlyEXO/status/1237366365922537473 …,2
my mom told me no one would ever marry me if i didnt learn how to flip tortillas a mano ,2
Fanny pulled it out with her hair ,4
Entiendanme i dont make melao pa eso me como el azucar con una cuchara  my coffee is rlly good istg https://twitter.com/taevtiger/status/1237889731431501826 …,2
he loves u and ur socks pls ,3
sent,0
Mad annoying ,2
"Why bother it applies to large gatherings only, a couple of hundred people don't matter 
",1
"Yes, Enty is perfect. ",1
Happens to the best of em ,4
Honestly f*ck BTS bruh  pic.twitter.com/0spfNGma47,4
Twitter I didn’t ask for a news headline at the top of my feed. Tf is this?,4
At times like these - giving ourselves breaks to breathe and do things we enjoy are so important  every single second of your day doesn’t have to go towards school/work/productive work. BREATHE BABIES I LOVE YALL ,3
Smoking all this cookie i be in and out of pounds ,4
I have truly never wanted to be devoured more in my entire life  https://twitter.com/jeongphoria/status/1238186562661179392 …,4
"DON’T FUCKIN SELL!!!!!!!! KEEP HODLING for god’s sake! 
#BTC",4
Carmel Mountain ,4
Bro has his own newsletter,0
This literally sounds like a cult with how monotone they r being,2
The Fed gave 1.5 Trillion to the stock market but can’t bail out people with student loans,4
Honestly I wish I would’ve just stayed en mi ranchito & not come to the states ,3
"Aww, you’re back again .",0
Gurl I've been waiting for it and damn.,0
"Every time I see your tweet on this, I’m tempted to start all over again ",1
+ sanha's so smileyyy!! ,1
Gas what i smoke nigga ,4
Shot my shot now I’m blocked  https://twitter.com/mo_makki/status/1237424994847768577 …,2
my sister is so mean to me ,2
Ive tweeted this ,3
It’s sad that I’m stuck with red wine on a night like this! Enjoy your banter bro! ,1
Give me  https://twitter.com/joydeuxx/status/1237490184893222912 …,3
What a cool coincidence! ,1
Going live in less than ten minutesTJDS Live: Biden Helps Private Insurers Get Wealthier! https://youtu.be/5StnmwTJ_jI  via @YouTube,1
Hell nah ,1
Happy Birthday Bo Peep @BEAU_JANGLES12pic.twitter.com/768SDXclC3,0
#WorldDownSyndromeDay celebrations @HCDSB! #HCDSBProud #WDSD2020 @TheHDSA  https://twitter.com/difrusciad/status/1237524899549175816 …,0
We go dive ig ,2
really Neek,0
Stay safe love ,2
Funniest thing I've seen all day. ,1
y’all I want a dog sooo bad ,3
not me telling everyone there is a possibility of us getting hand sanitizer today and it being busy today ,2
"Can i post my nephew's video and picture here? 

thread-",0
It be like that fr pic.twitter.com/jOWt0YGZ3s,4
So cute ,3
beautiful performance ,1
"Bit  ironic tho, Kind of hard to be narcissistic & tell somebody thank you at the same time but OK",1
somebody come visit me @ work ,3
This how I’m trying to go out. ,2
...ok but can david dobrik surprise me with a cheap ass laptop so i can get school work done properly ,2
Ight imma go along,2
"As you keep growing don’t forget about your peoples! (lol) Keep striving man, the blessings won’t stop! #TCB ",0
Made yummy cake. Ate yummy cake ,1
poop,0
so no school Thursday?!#vcu,3
God is always giving a sign para maging okay kami ni Mikko,0
Alrighty beginning to learn the speedrun of the great circus mystery. Then starting my blind playthrough of Marvel Land afterhttps://www.twitch.tv/chinese_hulk ,1
sorry,2
"$gorytory

no kiddos to take care of but as far as I know, I still gotta work tomorrow 

here’s a picture of my dog who lives in my house rent free and doesn’t give jack shit about human problems pic.twitter.com/W3Vtyvhnc6",4
he tries ro scold tae but ultimately feels bad cause tae is his baby and so he kinda like. just lets him and like. doesnt mention it. or hell get worried and tell tae to stop and tae will listen cause hes a obedient boy,2
"Okay, we take time, but three weeks, probably 2 weeks",1
 Surely Yola would take this as the highest praise. Bea Arthur's a boss!,1
This is why I love KLove  #JustBeAGoodHumanhttps://twitter.com/kevinlove/status/1238217217293991937 …,0
Dumb dumb acey couldn't find any of her matching lingerie sets.  pic.twitter.com/Psi3IlK34z,2
I adore you my queen ,0
listen. if anything u just gotta he head empty no thoughts BHDNEK it will.. be okay  pic.twitter.com/hZczLaLn1S,3
"""Tests sent a 155 mm projectile to an altitude of 50,000 feet and a total distance of over 40 miles.""
Wow.  https://twitter.com/MAGA2ARIGHTS/status/1237860310049931275 …",1
Stay safe chat ,2
#ChopOn  @Braves  Start ‘em young pic.twitter.com/owk7N5qoqO,0
"My ears are ringing, y’all better be saying all good things",4
Ugh I remember when they came town and went jimmy chungs and I was at home watching from snap ,2
The way it looks like you were choking her  I love this video pic.twitter.com/7OI7DsxHDQ,0
don’t lie ,2
"Greatttttt, that means I won’t be seeing @1738_David anymore  https://twitter.com/avantnard/status/1237817226318798854 …",2
"Yeah I get that and I certainly don't want to rain on any parade  just a light note of caution, it certainly is extraordinary times.",1
I was just saying this!,0
" I know, it’s going to get worst.",3
no a mf ,2
Word. In person im everything and more ,4
Are u scared of death  ,1
"All good, my dude ",3
True  I want what they have ;-;,2
Sick of seeing the same Instagram girls I miss the naturallll beauty,2
done,0
"    
I hope you get better ",3
have a nice day!!,0
 Made my day! Them EARS! ,0
It takes a village to suck my dick ,4
ororor anything possessive  put “my” in front of anything n i’ll melt,3
damn ,2
BABY COME FOR YOUR DAILY DOSE OF CUDDLES AND KITHES,3
Please take all the time you need!! Get yourself sorted first!!! We will always be here!! ,0
Prayers up for Rudy Giuliani and Donovan McNabb. We are stronger than Ebola!!,2
Gorgeous face! I wish I could take her! ,0
YAY!!  We get tacos ,1
"i miss choi hyunsuk singing ""I Like It Too"" i really want to hear him singing that song again because that song is my fav sksksks",2
reported,0
“Do your worst” ,1
Well as always i sleep before 11 duh,2
This is so cool!!!  https://twitter.com/blackandbrave/status/1237830989130485760 …,1
I wanna bite her cheek so bad  https://twitter.com/exobaek_byun/status/1238251579989516293 …,3
I don’t use it as sad it’s kinda like  “ayyyy”,2
"https://youtu.be/xiz53g98TqQ  im excited to see her new work ,,,",3
shit lowkey broke my heart ,2
"Thanks! That was pretty fun, 2nd time's the charm, huh?   The latest version just has some bug fixes, and I'm excited to get out some versions soon with new features for custom challenge runs/fights.",1
"Rest easy, loves. Suffer not.
To Kitkat, who was the embodiment of sunshine and always asked for pats and cuddles.
To Luther, who was a literal ball of energy and always greets with enthusiasm.
I sing. Only as a mimic to how youd cry whenever we part ways. 
I'll miss you both.  pic.twitter.com/7iNvH10BOW",2
i never realized how much of a privilege it is to be able to physically attend college classes & go to office hours or SI sessions. this will be a humbling experience for sure.,2
understandably thats kinda been my usual bedtime ,2
bro :( you’re the best i love you so muchhhh i’m gonna cry  <3,3
It would of been 20 years today. I know that I chose this for us but it is what I thought was best. You will always hold a special place in my heart and I hope to be come friends again some day. I will always care for you even if we’re not together.          All My Love ACE pic.twitter.com/ItgN3vQtVn,0
Love this,0
I understand . Relax n take a break ,0
Don’t call her that wtf ,4
Behold my birthday wish @lukewarm6,1
Ah yes. Growing up and learning about compromise. The price of egg and bacon sandwiches ,1
it’s not bc now It’s gonna be harder to go to the concert bc it’s school weekend ,2
i know,4
big facts #CloseTheSchools nowhttps://twitter.com/tarasbrock/status/1237511519450959873 …,3
they deadass just announced that we’ll move to online classes for at least the next week due to the virus.... anyways if i’m a goner it was nice knowing y’all ,2
"so I haven’t answered my friends since yesterday and they don’t even care lol, see why I like being a loner  btw whenever my friends don’t answer or aren’t feeling good, I’m always there to check up on them but nobody does the same for me #ripme #lovebeingforgotten #loner",3
u got 94% so you’re not much better,4
Wow. Somebody needs to tell this guy he’s losing it. #KAG2020Landslidehttps://twitter.com/BenjaminPDixon/status/1237474687279661056 …,2
but he said I smell like a cum factory! I thought it was love ,3
Will go there with my husband  https://twitter.com/earthvisuals/status/1237069782610063361 …,1
What’s that mean? ,3
the last time i was this sad i made 15 cuffs for edc... i think it’s that time again,2
"that's fair, anxiety is a pain in the ass ",2
Love this  https://twitter.com/GMA/status/1237521114185621505 …,0
Congrats! Happy Gotcha Day! ,0
tysm  and those are just my ults!! ^__^ https://twitter.com/kenmaT___T/status/1237527689134653440 …,3
"I Crave Him  not sex but like his scent , His Vibe & his company ",3
"this SHS kid thinks filipinos sharing valid evaluations, concerns, and suggestions re the president's address through productive discourse are narrow minded and that we refuse to cooperate  twitter do your thing CHAR keep schools open nalang para di makitid utak niyo  https://twitter.com/fernanjosephh/status/1238095689076207617 …",2
how can u disagree ,4
The real reason was no one showed up!,1
"They are “brothers!” 
Luke is a MinPin/Chihuahua and Buddy is a Rat Terrier/Chihuahua.",0
I would show her wtf is wrong with me ... when i drag her through that window https://twitter.com/SISSYNOBBY/status/1237497493572718594 …,1
"My school campus smells like Peru, I’m getting nostalgic af ",3
Thinking of shooting my shot w all my crushes if I end up dying ,2
I need some Dr. Scholl’s gel inserts Anddd a muthafkn knee brace ,4
The way I can't listen to heartbreak weather until tomorrow morning is so rude fuck a mf named school nights ,4
i have so much anxiety right now I feel like I’m going to vomit,3
What’s your cash app  https://twitter.com/allllureeee/status/1237868252082118656 …,3
"what is ur acc dedicated to? 

icon: marinette!
user: my love for suki is endless 
header: when the akuma is turned good
bio: the fandoms i’m in and my wife aino 
link: my carrd WHICH u all should look at. 
pinned: SUKI!!!!!

thank you for following my multi ass  https://twitter.com/fullmetalyoongi/status/1237526966359560193 …",3
can we please find out if people are permitted on campus beginning March 23rd? or are students allowed to return to campus from (tentatively) april 3rd?,3
"2 steps forward, 3 steps back",2
"I know the artist, their work is so wholesome and good ",1
Holy damn! 9 years in LA and have never seen that,1
Wew.. when will they stop suspecting everyone as sasaeng.. https://twitter.com/bchan971003/status/1237882366753832960 …,2
That’s just life telling you it’s time to slow down and entertain us with some tiktok,2
My life,2
"Omgomggggg, why ppl that do this yhhhhttps://twitter.com/megankeeenann/status/1238134024163516417 …",0
cant believe marina got a feeling i didnt like her ,2
Thank you sweetie  i love you!!,3
Did SpyScape today!!pic.twitter.com/OWVKxa1DoO,2
I’ll be SICK if my school postpone graduation because of the coronavirus. ,4
"been opening my calendar sa phone since last week as i check when my next uwi will be,,, and tuhhdaaaa!!! ",3
mkay i’m gonna do my unfollowing now so if you see this and want to be followed if unfollow you pls like or comment ,3
I doubt it! ,1
I hope it's the one that lasts,1
yes u are so funnie,4
"Lol 

You can be smarter na @AsiwajuLerry 

Cos na only she dey there abi 
Shey no b followers dey make her tl dey meaningful ni

So tell me we don't have the right to educate her if she is not mature enough .       But what is there to educate when she doesn't have sense",4
happy birthday bitchboi ,4
just don’t watch the last season it’s as simple as that,0
"America is the largest country in the world  you have the power to face a hurricane  tornado! . Don't bigobe, boss, there's a greater God than you.",1
Not funny ,4
My girlfriend ,0
"
Liverpool just got served...
Served
Served
Served
",1
Songwriters be like: la  de  da  X  20,4
same,2
Receipt: https://www.cnn.com/2007/POLITICS/01/31/biden.obama/ …,0
"it’s been real, gross old building ",2
Look! Babygirl I dont sit low in my car! ,1
its beautiful!! she’s a hot tasty snack,0
i want to stop holding onto clothes that are pretty but don't make me feel good ,2
Grocery stores? I can mail you a pack ,1
 hope u feel better soon baby,3
So you can run away screaming abi??,1
"spent hours listening to the blue danube last night on the phone to austrian airlines, made it to new york today... no idea if i can get home ",1
I know me too. I cant wait to play in more leagues w everyone ,1
MIKE SCOTT COMMITTED MURDER,4
¡Genial!!,1
 devastating,2
first time seeing 5sos (wwa) vs the last time (wwj)  ive love love LOVED growing w this band  pic.twitter.com/j2hDbPrA50,3
